segment_id,session_id,source_file,sample_count,duration_s,alignment_status,alignment_confidence,alignment_available,heading_observed,stationary_fraction,gyro_bias_magnitude_rps,accel_bias_magnitude_mps2,seconds_per_sample,error,final_speed_mps,max_speed_mps,path_length_m,integrated_steps,skipped_steps,irregular_steps,lag_s,lag_accepted,zero_lag_speed_rmse_mps,best_lag_speed_rmse_mps,zero_lag_position_rmse_m,best_lag_position_rmse_m,final_horizontal_error_m,position_drift_mps,yaw_offset_removed_deg
7bd4640e4db3:000,VTA2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta2.csv,10991,1098.998,SUCCESS,0.1782,True,False,0.058,0.009611,0.039677,4.996851969751346e-05,,393.764,423.494,209007.9,10990,0,0,0.0,False,205.884,205.884,84812.1,84812.1,182573.8,166.1275,173.87
7d5d51193b78:000,VTA15,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta15.csv,833,83.2,SUCCESS,0.1111,True,True,0.0,0.0,0.0,5.833889557035262e-05,,53.406,53.406,2138.2,832,0,0,0.0,False,12.738,12.738,888.6,888.6,632.1,7.5978,
7f899dfeb1c3:000,VW8,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw8.csv,1529,152.8,SUCCESS,0.0497,True,True,0.0033,0.0,0.0,4.82897972554837e-05,,339.931,377.761,28141.6,1528,0,0,-14.0,True,224.706,236.188,7848.5,9540.3,22070.6,144.4411,
819c5c4bb272:000,S1,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,51746,5174.499,SUCCESS,0.2001,True,False,0.0981,0.004296,0.060046,4.5457704943390305e-05,,1575.06,1575.266,4128398.9,51745,0,0,0.0,False,932.94,932.94,629105.2,629105.2,1392154.5,269.0414,-36.06
82e456eb6e00:000,VTA11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta11.csv,510,50.9,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,6.069980391104907e-05,,91.439,91.439,2787.7,509,0,0,0.0,False,50.497,50.497,732.7,732.7,443.6,8.7161,
836db6cc3414:000,VW14A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14a.csv,3138,313.7,SUCCESS,0.2591,True,False,0.0,0.0,0.0,4.316112173204337e-05,,65.165,97.203,19420.8,3137,0,0,0.0,False,40.096,40.096,5293.7,5293.7,7449.8,23.748,4.49
85be9e57dfa6:000,VW15,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,1380,137.9,INSUFFICIENT_MOTION,0.0,False,True,0.6181,0.003373,0.035739,4.7341521744585964e-05,,4.498,4.536,359.3,1379,0,0,0.0,False,2.801,2.801,,,,,
87c795b6c20e:000,VTB11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb11.csv,361,36.0,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,6.937313017240594e-05,,21.04,24.98,507.7,360,0,0,-13.8,True,10.124,11.384,256.2,140.8,299.8,8.3273,
887c7597bd65:000,A9,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A9.csv,11962,5980.499,SUCCESS,0.6138,True,False,0.0097,0.009807,0.118983,4.248501922731029e-05,,195.593,219.023,661153.4,8383,3578,0,0.0,False,155.525,155.525,135317.7,135317.7,253646.5,42.4123,-45.71
8a6e2591b451:000,A1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,5942,2970.605,INSUFFICIENT_MOTION,0.0,False,False,0.0276,0.0026,0.069409,3.35468024231369e-05,,72.138,73.808,115253.0,4444,1497,0,0.0,False,46.729,46.729,6471.8,6471.8,15369.7,5.1739,-46.63
8aa3df49db9b:000,VTA21,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta21.csv,2079,207.8,SUCCESS,0.1574,True,True,0.0,0.0,0.0,4.633213083313293e-05,,144.377,153.563,17010.9,2078,0,0,0.0,False,75.479,75.479,7701.3,7701.3,13396.7,64.4694,
8e085465f038:000,S3A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,24621,2462.0,SUCCESS,0.0566,True,False,0.079,0.000343,0.042215,5.0079330652214016e-05,,953.405,953.405,473012.3,24620,0,0,0.0,False,278.096,278.096,32292.2,32292.2,132052.0,53.6361,-18.87
96b4949e2c7d:000,A7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A7.csv,43872,4387.1,INSUFFICIENT_MOTION,0.0,False,False,0.0089,0.00913,0.074862,4.8286141502712405e-05,,156.342,158.641,451823.8,43871,0,0,0.0,False,106.449,106.449,36558.1,36558.1,80560.2,18.363,126.14
97658ff6d1e6:000,VTA15,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,833,83.2,SUCCESS,0.1111,True,True,0.0,0.0,0.0,6.5350060018997e-05,,53.406,53.406,2138.2,832,0,0,0.0,False,12.754,12.754,888.6,888.6,632.1,7.5978,
9809c567bbe8:000,VTA12,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta12.csv,610,60.9,SUCCESS,0.3526,True,True,0.0,0.0,0.0,7.075836066610836e-05,,29.485,45.355,1749.3,609,0,0,8.8,True,13.483,13.045,730.8,625.2,1231.2,20.216,
9837d2ebc699:000,VTB7,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb7.csv,461,46.001,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,0.00010666203906192948,,52.862,59.104,1697.8,460,0,0,-1.8,True,37.357,38.432,740.1,775.9,1694.7,36.8396,
9879c75d65da:000,VTA8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta8.csv,3676,367.5,SUCCESS,0.2156,True,True,0.2125,0.001135,0.05965,5.333778563345594e-05,,151.301,152.405,18862.3,3675,0,0,0.0,False,59.239,59.239,6131.1,6131.1,14742.5,40.1158,
99845be37ef3:000,A4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A4.csv,32829,3282.8,INSUFFICIENT_MOTION,0.0,False,False,0.1028,0.006455,0.022845,4.476611532477561e-05,,162.263,162.294,242742.3,32828,0,0,0.0,False,85.814,85.814,64408.0,64408.0,154390.0,47.03,125.43
9a03b6e9ec4a:000,VW3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw3.csv,3861,386.001,SUCCESS,0.0803,True,True,0.0404,0.007446,0.046794,4.342804972675881e-05,,515.829,562.287,123768.9,3860,0,0,0.0,False,360.474,360.474,33445.0,33445.0,70603.0,182.9088,
9b6078292366:000,VTA23,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta23.csv,1110,110.9,SUCCESS,0.2743,True,True,0.0,0.0,0.0,5.231963964556722e-05,,86.543,91.211,3692.0,1109,0,0,0.0,False,32.028,32.028,1232.1,1232.1,2910.3,26.2426,
9c89e57dc456:000,T3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T3.csv,65859,6469.241,SUCCESS,0.0729,True,False,0.1152,0.000658,0.054391,4.651606310451039e-05,,111.811,126.213,360776.3,65180,678,611,0.0,False,62.393,62.393,37913.2,37913.2,35977.0,5.5612,16.33
a3979f48728a:000,VTA7,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta7.csv,840,83.9,SUCCESS,0.2487,True,False,0.0,0.0,0.0,5.907023810972792e-05,,124.118,143.9,6029.1,839,0,0,-11.2,True,69.19,71.025,1614.5,2067.1,4475.2,53.3398,100.25
a5d4d99847a8:000,VTA10,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta10.csv,1502,150.1,SUCCESS,0.1728,True,True,0.0,0.0,0.0,5.566764313829306e-05,,125.656,150.193,14761.0,1501,0,0,0.0,False,86.318,86.318,8532.2,8532.2,16272.0,108.408,
aa2774bec039:000,VW7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw7.csv,1602,160.099,SUCCESS,0.0351,True,True,0.01,0.017767,0.070992,4.9995131089457294e-05,,238.204,238.204,16153.7,1601,0,0,0.0,False,114.056,114.056,2466.7,2466.7,1887.1,11.7868,
aad875202b39:000,VW5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw5.csv,1012,101.101,SUCCESS,0.2378,True,True,0.0188,0.02061,0.041003,5.7001383394797116e-05,,207.196,207.196,10452.7,1011,0,0,0.0,False,118.589,118.589,2589.6,2589.6,6522.6,64.5161,
abd8373222ff:000,VW17,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw17.csv,329,32.801,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,8.002735562389009e-05,,17.517,17.517,253.7,328,0,0,9.2,True,2.943,1.985,206.4,292.4,385.1,11.7403,
ac7c45d5dfb9:000,VTA7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta7.csv,840,83.9,SUCCESS,0.2495,True,False,0.0,0.0,0.0,5.7798809523644324e-05,,124.033,143.797,6022.8,839,0,0,-11.2,True,68.486,70.2,1611.2,2063.2,4468.0,53.254,100.17
ade9b3d779ac:000,VTA28,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta28.csv,4210,420.9,LOW_HEADING_CONFIDENCE,0.0,False,True,0.0539,0.007615,0.043248,3.988011876680289e-05,,483.955,485.193,104424.8,4209,0,0,0.0,False,289.48,289.48,36766.6,36766.6,82469.7,195.9365,
ae588bfe13db:000,VW7,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw7.csv,1602,160.099,SUCCESS,0.002,True,True,0.01,0.017767,0.070992,4.8412359546717096e-05,,238.204,238.204,16153.7,1601,0,0,0.0,False,113.983,113.983,2466.7,2466.7,1887.1,11.7868,
b15d7dcaa47b:000,S1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S1.csv,51746,5174.499,SUCCESS,0.1966,True,False,0.0981,0.004296,0.060046,4.6912414486130714e-05,,1575.063,1575.268,4128419.5,51745,0,0,0.0,False,932.555,932.555,629136.0,629136.0,1392208.2,269.0518,-36.06
b3afee4fde18:000,VTA4,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta4.csv,1789,178.799,SUCCESS,0.185,True,True,0.0,0.0,0.0,4.631878144137432e-05,,87.258,132.858,15474.7,1788,0,0,8.0,True,80.311,79.015,8356.8,7957.9,14855.6,83.0857,
b3cfa0685988:000,T4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T4.csv,73482,3580.236,SUCCESS,0.0002,True,False,0.2621,0.000379,0.002244,3.964033096539877e-05,,91.703,93.966,208404.5,52565,20916,22008,0.0,False,56.933,56.933,21190.8,21190.8,43902.1,12.2624,25.66
b5f5d659485e:000,VTB5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb5.csv,64388,6438.701,SUCCESS,0.1931,True,False,0.0163,0.00257,0.035521,4.906106106738446e-05,,1623.941,1625.285,6585677.0,64387,0,0,0.0,False,1108.532,1108.532,891467.3,891467.3,1713765.3,266.1663,-150.02
b771523b2a83:000,VTA8,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta8.csv,3676,367.5,SUCCESS,0.3103,True,True,0.2125,0.001135,0.05965,4.257344940079501e-05,,151.349,152.509,18834.1,3675,0,0,0.0,False,59.407,59.407,6117.9,6117.9,14737.3,40.1014,
b898b14918ea:000,VTA23,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta23.csv,1110,110.9,SUCCESS,0.2559,True,True,0.0,0.0,0.0,5.165648649012468e-05,,86.233,90.879,3659.4,1109,0,0,0.0,False,31.66,31.66,1206.4,1206.4,2870.7,25.8859,
b98958cc351e:000,VTA1B,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta1b.csv,954,95.3,SUCCESS,0.2559,True,True,0.0,0.0,0.0,5.2184905650985446e-05,,56.537,58.839,3618.8,953,0,0,0.6,True,29.291,29.15,2220.9,2207.3,4067.6,42.6824,
bb4a6ff8b36a:000,VTA14,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,2885,288.4,SUCCESS,0.1537,True,False,0.0,0.0,0.0,4.514887348096656e-05,,100.276,101.282,15277.5,2884,0,0,0.0,False,46.03,46.03,3188.3,3188.3,7860.0,27.2536,177.3
bd191de76af1:000,VTB4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb4.csv,556,55.5,INSUFFICIENT_MOTION,0.0,False,False,0.0881,0.005975,0.032588,5.8789028771047437e-05,,66.884,76.786,2825.3,555,0,0,6.6,True,51.219,47.952,271.4,250.3,238.5,4.2975,-24.51
c33f936d8de8:000,VW14A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw14a.csv,3138,313.7,SUCCESS,0.2591,True,False,0.0,0.0,0.0,4.407402804176875e-05,,65.165,97.203,19420.8,3137,0,0,0.0,False,40.096,40.096,5293.7,5293.7,7449.8,23.748,4.49
c352dd554b95:000,VW14C,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14c.csv,15826,1582.5,SUCCESS,0.099,True,False,0.0876,0.000708,0.059108,5.441446354078136e-05,,517.001,518.733,603588.7,15825,0,0,0.0,False,409.702,409.702,202661.1,202661.1,369361.2,233.4036,-78.67
c51e706ffc90:000,T10,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T10.csv,6699,669.8,INSUFFICIENT_MOTION,0.0,False,False,0.2236,0.003024,0.060693,6.13566203914407e-05,,50.411,52.91,18321.3,6698,0,0,0.0,False,27.155,27.155,5070.7,5070.7,12584.8,18.7889,-141.48
c674f8de297f:000,A12,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A12.csv,4673,2335.999,INSUFFICIENT_MOTION,0.0,False,True,0.076,0.000271,0.129872,4.754545259924309e-05,,38.341,41.833,34190.9,2689,1983,0,0.0,False,22.42,22.42,22440.2,22440.2,44584.0,19.0856,
c743ad854bd5:000,VFA01,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vfa01.csv,11486,1148.5,SUCCESS,0.4672,True,True,0.0433,0.003867,0.043128,7.319365314327123e-05,,341.532,342.125,185166.9,11485,0,0,0.0,False,166.724,166.724,71775.7,71775.7,136548.4,118.8928,
c8360323ca02:000,VTB12,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb12.csv,447,44.601,INSUFFICIENT_MOTION,0.0,False,False,0.0,0.0,0.0,0.00010241834453689414,,25.285,46.342,1206.3,446,0,0,15.0,True,26.722,18.093,239.9,163.5,13.4,0.3011,-4.18
cac38e6d5a1f:000,T6,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T6.csv,86440,2510.857,MAG_DISTURBED,0.0,False,False,0.2317,0.00131,0.002836,4.922170638594189e-05,,183.354,183.861,227701.3,51716,34723,18174,0.0,False,99.539,99.539,42223.0,42223.0,34073.1,13.5703,21.51
cae29ddeeff1:000,VTB9,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb9.csv,452,45.099,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,0.00012247699114032484,,54.289,58.507,1272.3,451,0,0,-15.0,True,28.947,35.025,937.8,898.8,1660.3,36.8143,
cd923def23f5:000,VW11,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw11.csv,4909,490.8,SUCCESS,0.1677,True,False,0.0564,0.002291,0.048195,7.253591362867401e-05,,350.356,360.171,80902.3,4908,0,0,0.0,False,182.47,182.47,17480.6,17480.6,39910.9,81.3181,68.46
cfabd101e8e0:000,VTA17,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta17.csv,4519,452.986,SUCCESS,0.1369,True,True,0.0429,0.008659,0.028364,9.130243416516488e-05,,166.632,193.96,51746.6,4517,1,0,0.0,False,121.95,121.95,15530.0,15530.0,29139.6,64.3277,
d1fb2b7e3ad0:000,VW11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw11.csv,4909,490.8,SUCCESS,0.1679,True,False,0.0564,0.002291,0.048195,7.228211448147489e-05,,350.361,360.176,80904.1,4908,0,0,0.0,False,182.213,182.213,17482.1,17482.1,39913.6,81.3235,68.47
d37056443067:000,VW6,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw6.csv,1281,128.0,SUCCESS,0.1046,True,True,0.0,0.0,0.0,9.357369243411622e-05,,159.21,167.779,12065.4,1280,0,0,10.4,True,104.409,97.797,4349.1,3647.8,8297.0,64.8204,
d4286914fd02:000,VTA1B,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1b.csv,954,95.3,SUCCESS,0.2588,True,True,0.0,0.0,0.0,8.480932914497687e-05,,56.631,58.904,3627.2,953,0,0,0.8,True,29.421,29.187,2227.8,2209.6,4068.9,42.6956,
d80cb5cebc5e:000,VTB8,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb8.csv,668,66.7,SUCCESS,0.1899,True,True,0.0,0.0,0.0,9.469476047119761e-05,,65.122,80.573,4161.1,667,0,0,-3.8,True,47.725,49.096,2081.7,2262.6,3908.2,58.5933,
dac55cdbb0b0:000,VW10,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw10.csv,652,65.1,SUCCESS,0.2679,True,True,0.0,0.0,0.0,9.58053680923139e-05,,152.469,153.308,4079.9,651,0,0,0.0,False,65.612,65.612,1242.6,1242.6,3070.0,47.1587,
dc92ec49c6de:000,T11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T11.csv,5690,568.901,INSUFFICIENT_MOTION,0.0,False,False,0.4402,0.000912,0.056542,6.900314587006355e-05,,70.561,77.23,29434.9,5689,0,0,0.0,False,55.68,55.68,12107.1,12107.1,24303.2,42.7196,-115.51
dcfad1472878:000,A5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A5.csv,85041,8504.349,INSUFFICIENT_MOTION,0.0,False,False,0.0802,0.002069,0.024983,6.653302524665022e-05,,464.146,475.965,1698925.5,85039,1,1,0.0,False,241.679,241.679,586188.1,586188.1,1398738.0,164.4733,162.3
e07de2f95c2b:000,VTA22,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta22.csv,1564,156.301,SUCCESS,0.0994,True,True,0.0,0.0,0.0,7.841624040610652e-05,,100.702,135.038,12493.4,1563,0,0,0.0,False,81.938,81.938,4541.9,4541.9,9414.8,60.2349,
e0ea65fc0a2f:000,VTA12,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta12.csv,610,60.9,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,8.999688522680281e-05,,21.145,33.385,1041.6,609,0,0,-10.0,True,14.357,15.57,465.1,515.9,1059.1,17.3901,
e7dd97db647b:000,VTA17,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta17.csv,4519,452.986,SUCCESS,0.1361,True,True,0.0429,0.008659,0.028364,7.174912591325295e-05,,166.62,194.234,51793.0,4517,1,0,0.0,False,122.669,122.669,15609.4,15609.4,29287.6,64.6546,
e94b492767c8:000,VTA3,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta3.csv,645,64.4,INSUFFICIENT_MOTION,0.0,False,True,0.0465,0.012935,0.032492,9.041860466822982e-05,,39.478,39.478,864.5,644,0,0,-5.8,True,10.821,14.429,245.5,271.4,347.4,5.3947,
eafbdc315806:000,VTA2,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,10991,1098.998,SUCCESS,0.1782,True,False,0.058,0.009611,0.039677,7.373432808724031e-05,,393.764,423.494,209007.9,10990,0,0,0.0,False,205.859,205.859,84812.1,84812.1,182573.8,166.1275,173.87
ebc743e3e724:000,A2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,11630,5814.5,INSUFFICIENT_MOTION,0.0,False,False,0.0273,0.001647,0.039374,6.12918916601317e-05,,168.674,169.176,457893.4,9411,2218,0,0.0,False,83.174,83.174,35358.8,35358.8,98514.2,16.9429,-32.27
ed067f770ac8:000,A3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A3.csv,11132,5566.028,INSUFFICIENT_MOTION,0.0,False,False,0.0119,0.002897,0.029462,5.415746496569588e-05,,114.391,128.088,207326.8,6577,4554,1,0.0,False,67.836,67.836,25315.9,25315.9,72034.6,12.9418,-121.67
eda01aff8e4d:000,T2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T2.csv,75555,7554.945,INSUFFICIENT_MOTION,0.0,False,False,0.1547,7.9e-05,0.055466,6.130737608366332e-05,,147.496,147.739,555522.2,75552,2,2,0.0,False,74.8,74.8,57983.9,57983.9,155830.8,20.6263,-53.32
ee2c003b48da:000,VTA25,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta25.csv,646,64.498,INSUFFICIENT_MOTION,0.0,False,True,0.0124,0.0,0.0,8.78708978299262e-05,,89.774,95.613,2581.2,645,0,0,-2.4,True,44.886,48.435,1069.7,1178.9,2612.9,40.5106,
ef23269dffe1:000,VTA5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta5.csv,307,30.6,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,0.00011920586316724967,,27.694,27.917,350.1,306,0,0,1.8,True,9.016,7.735,265.6,261.3,471.7,15.4149,
ef9cf5419e1f:000,VTA26,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta26.csv,1935,193.4,SUCCESS,0.2575,True,True,0.292,0.000947,0.049735,7.475343669279784e-05,,88.646,135.146,20660.3,1934,0,0,0.0,False,106.809,106.809,10428.6,10428.6,18854.5,97.4895,
f37db4374cc0:000,VTA4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta4.csv,1789,178.799,SUCCESS,0.1846,True,True,0.0,0.0,0.0,7.394650643428527e-05,,87.225,132.852,15473.0,1788,0,0,8.0,True,79.869,79.006,8355.4,7956.5,14853.0,83.0711,
f6681389a3ae:000,VTA28,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta28.csv,4210,420.9,LOW_HEADING_CONFIDENCE,0.0,False,True,0.0539,0.007615,0.043248,6.356695962095337e-05,,483.955,485.193,104424.8,4209,0,0,0.0,False,289.791,289.791,36766.6,36766.6,82469.7,195.9365,
fa0b8dc8dddf:000,VW4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw4.csv,126526,12652.5,MAG_DISTURBED,0.0,False,False,0.0502,0.006497,0.044831,6.28161113130815e-05,,9157.109,9158.674,62158006.7,126525,0,0,0.0,False,5434.161,5434.161,2004788.3,2004788.3,5115092.8,404.2753,96.62
fa378298fb40:000,VTA21,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta21.csv,2079,207.8,SUCCESS,0.1579,True,True,0.0,0.0,0.0,7.264304954230251e-05,,144.407,153.585,17017.1,2078,0,0,0.0,False,75.494,75.494,7702.7,7702.7,13401.9,64.4942,
fa60a662386f:000,VW12,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw12.csv,918,91.7,SUCCESS,0.126,True,True,0.0,0.0,0.0,8.946100218119587e-05,,98.429,99.001,5189.8,917,0,0,0.0,False,37.521,37.521,987.1,987.1,2410.5,26.2869,
fbf968d0ce57:000,VW1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw1.csv,20476,2047.5,INSUFFICIENT_MOTION,0.0,False,True,0.1328,0.001879,0.035255,6.732109298691102e-05,,183.838,183.838,96938.7,20475,0,0,0.0,False,69.356,69.356,,,,,
fc23e971b8f3:000,VW16A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw16a.csv,5879,587.799,SUCCESS,0.7748,True,False,0.0267,0.003591,0.039182,6.72961728188383e-05,,241.294,243.767,62105.5,5878,0,0,0.0,False,119.886,119.886,14769.2,14769.2,38813.5,66.032,135.89
fdb0c5fe8db0:000,VTA29,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta29.csv,23705,2369.778,SUCCESS,0.0349,True,False,0.0338,0.006409,0.046705,8.242454334578923e-05,,1878.507,1878.507,2161597.4,23700,4,2,0.0,False,1047.116,1047.116,437784.4,437784.4,812895.4,343.026,70.76
ffadddf6b48a:000,VW17,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw17.csv,329,32.801,INSUFFICIENT_MOTION,0.0,False,True,0.0,0.0,0.0,0.00011692431610817865,,17.517,17.517,253.7,328,0,0,9.2,True,2.943,1.985,206.4,292.4,385.1,11.7403,
